id,anychildren,broadband,hispanic,race,region,spend
4768,1,0,0,white,W,87
4769,1,1,0,white,S,2086
4770,1,1,0,white,S,3439
4771,0,1,0,asian,W,1219
4772,0,0,0,white,W,660
4773,1,1,0,black,NE,380
4774,1,1,0,white,S,5187
4775,1,0,0,white,S,2196
4776,1,1,0,white,NE,1559
4777,1,1,0,white,MW,79
4778,1,1,0,white,S,974
4779,1,1,0,white,NE,31
4780,0,1,0,white,W,18
4781,0,1,1,white,MW,423
4782,1,1,0,white,MW,852
4783,1,1,1,white,MW,276
4784,1,1,0,white,S,147
4785,1,0,0,white,S,61
4786,0,1,1,white,MW,639
4787,1,1,0,white,MW,668
4788,0,0,0,white,S,1497
4789,0,1,0,white,NE,55
4790,1,1,0,white,W,2693
4791,1,1,1,white,S,3679
4792,0,1,1,white,W,229
4793,1,1,0,black,S,824
4794,0,1,1,white,S,98
4795,1,1,1,white,S,592
4796,1,1,0,white,S,519
4797,0,1,0,white,S,167
4798,1,1,1,white,MW,70
4799,1,0,1,white,S,1135
4800,0,0,0,white,S,258
4801,0,1,0,white,NE,1148
4802,1,1,0,white,NE,50
4803,1,1,0,white,NE,216
4804,1,1,0,white,S,90
4805,0,0,1,white,S,204
4806,1,1,0,white,W,612
4807,0,1,0,white,NE,1862
4808,1,0,0,white,W,2074
4809,1,1,0,white,S,330
4810,1,1,1,white,NE,8
4811,0,1,0,white,MW,336
4812,0,1,0,white,S,93
4813,1,1,0,white,S,2858
4814,1,1,0,black,S,189
4815,1,1,0,white,NE,21824
4816,1,1,0,white,NE,303
4817,0,1,0,white,S,103
4818,0,0,0,white,MW,857
4819,0,1,0,white,S,222
4820,0,1,0,white,S,379
4821,1,1,0,white,MW,238
4822,0,0,0,white,NE,81
4823,1,1,0,white,S,711
4824,1,0,1,white,S,841
4825,0,1,0,white,S,8
4826,0,1,1,white,W,3326
4827,0,1,1,white,MW,229
4828,0,0,0,white,S,331
4829,1,0,0,white,S,386
4830,0,0,0,white,MW,262
4831,1,0,0,white,MW,206
4832,0,1,0,white,S,22309
4833,1,1,0,white,NE,626
4834,0,1,0,white,W,1254
4835,0,1,1,white,NE,728
4836,0,0,1,white,MW,846
4837,0,1,0,asian,NE,13
4838,0,1,0,white,S,349
4839,1,1,0,white,W,514
4840,1,1,0,white,W,1819
4841,0,1,0,white,W,224
4842,0,1,0,white,NE,124
4843,1,1,0,white,MW,1547
4844,1,1,1,white,S,234
4845,1,1,1,white,S,287
4846,0,1,0,white,MW,1485
4847,0,0,1,white,W,162
4848,1,1,1,white,NE,119
4849,1,1,0,white,MW,1499
4850,0,0,1,white,MW,1685
4851,1,1,1,white,W,1344
4852,1,0,0,white,S,857
4853,0,1,0,white,W,929
4854,1,1,0,white,S,476
4855,0,1,0,white,MW,98
4856,1,1,0,white,MW,216
4857,1,0,0,black,W,960
4858,1,1,0,white,MW,2014
4859,1,1,1,white,S,1281
4860,0,1,0,white,MW,60
4861,1,1,0,white,S,10
4862,0,1,0,white,S,346
4863,1,1,0,white,S,3250
4864,1,1,1,white,W,2298
4865,1,1,0,white,S,483
4866,1,1,1,white,NE,5660
4867,1,1,1,white,MW,47
4868,1,1,0,white,S,66
4869,1,1,1,white,MW,548
4870,0,1,0,white,W,5807
4871,1,1,0,white,W,895
4872,0,1,0,white,W,21541
4873,1,1,0,white,W,6607
4874,1,1,0,white,MW,47
4875,1,1,0,white,S,422
4876,1,0,1,white,S,1063
4877,0,1,0,white,S,2248
4878,1,1,0,white,MW,10
4879,1,1,0,white,W,595
4880,0,1,0,white,NE,3272
4881,1,0,0,white,S,20
4882,1,1,0,asian,W,488
4883,0,1,0,white,NE,3156
4884,0,1,0,white,S,838
4885,1,1,0,white,S,40
4886,1,1,0,white,MW,1588
4887,1,1,1,white,W,13
4888,0,1,0,white,NE,132
4889,0,1,0,white,S,518
4890,1,1,1,white,MW,145
4891,0,1,0,white,W,332
4892,1,0,0,white,MW,1717
4893,0,0,0,white,MW,644
4894,1,1,1,white,S,36
4895,0,0,0,white,S,145
4896,1,1,0,white,NE,518
4897,0,1,0,white,MW,969
4898,0,1,0,white,MW,59
4899,1,1,0,white,NE,2064
4900,1,1,0,white,S,1102
4901,0,1,0,white,MW,657
4902,0,1,0,white,MW,1595
4903,1,1,0,white,S,4578
4904,0,1,0,black,S,182
4905,0,1,0,white,MW,35
4906,1,1,0,white,MW,17
4907,1,1,0,white,MW,53
4908,1,1,0,white,MW,2660
4909,0,0,1,white,NE,1085
4910,1,0,1,white,S,36
4911,0,1,0,white,NE,1744
4912,1,1,1,white,S,1142
4913,0,0,0,white,S,140
4914,0,0,1,white,NE,1150
4915,0,1,0,white,S,645
4916,0,1,1,white,NE,2194
4917,1,0,0,black,NE,465
4918,0,1,0,white,MW,409
4919,1,1,0,black,S,12
4920,1,0,0,white,NE,1754
4921,0,1,0,white,W,435
4922,1,1,1,white,S,161
4923,1,1,0,white,NE,1233
4924,0,1,0,white,W,100
4925,1,1,0,white,W,696
4926,1,1,0,white,S,211
4927,1,1,0,white,W,404
4928,0,0,1,white,S,2372
4929,1,1,0,white,NE,2264
4930,0,1,0,black,S,62
4931,1,1,0,white,S,42
4932,0,1,0,white,NE,3760
4933,1,1,1,white,NE,405
4934,0,1,1,white,S,1013
4935,1,1,1,white,S,1643
4936,1,1,0,white,W,1819
4937,0,0,0,white,S,2405
4938,1,0,0,white,S,1945
4939,0,0,1,white,W,40
4940,1,0,0,white,NE,212
4941,0,1,1,white,W,411
4942,0,1,1,white,NE,80
4943,1,1,0,white,S,607
4944,0,1,0,white,MW,377
4945,1,1,0,black,S,513
4946,1,1,0,white,S,12462
4947,1,1,0,white,MW,33
4948,1,0,0,black,S,182
4949,1,1,0,white,NE,167
4950,1,1,0,white,NE,85
4951,0,1,0,white,MW,2033
4952,0,0,0,white,MW,617
4953,1,0,0,white,S,3449
4954,1,1,0,white,S,371
4955,0,1,0,white,NE,308
4956,1,0,0,white,MW,636
4957,0,1,0,white,S,546
4958,1,1,0,white,MW,1013
4959,1,1,0,white,MW,387
4960,0,1,1,white,W,236
4961,1,1,1,white,MW,344
4962,1,0,0,white,W,803
4963,0,1,0,white,NE,98
4964,0,1,0,white,NE,983
4965,1,1,0,white,MW,489
4966,0,1,0,white,W,1477
4967,1,0,0,white,S,2133
4968,0,1,1,white,S,68
4969,1,1,0,white,W,525
4970,1,1,1,white,W,1737
4971,1,1,0,white,MW,100
4972,1,1,0,white,W,404
4973,1,1,0,white,S,484
4974,0,1,0,white,NE,1372
4975,1,1,0,white,S,692
4976,1,1,0,white,S,14
4977,1,1,0,white,MW,2251
4978,0,1,0,white,S,7572
4979,1,1,0,asian,NE,6705
4980,1,1,0,white,MW,468
4981,0,1,0,white,S,2322
4982,1,1,1,white,S,158
4983,0,1,0,white,S,83
4984,1,1,0,white,MW,25
4985,1,1,0,white,MW,76
4986,0,1,0,white,S,4450
4987,1,1,0,white,W,58
4988,1,0,1,white,W,81
4989,0,1,0,white,NE,258
4990,1,1,1,white,S,336
4991,0,1,1,white,S,617
4992,1,1,1,white,MW,496
4993,0,1,0,white,MW,435
4994,1,1,0,white,S,3342
4995,1,0,0,white,W,981
4996,0,1,0,white,W,57
4997,0,1,0,white,S,877
4998,1,1,0,white,S,13005
4999,0,1,0,white,S,230
5000,0,0,1,white,S,188
5001,1,1,0,white,S,1839
5002,1,1,0,white,NE,916
5003,0,1,0,white,S,4796
5004,1,1,0,white,MW,393
5005,0,1,0,white,MW,633
5006,1,1,0,white,MW,1910
5007,0,0,0,white,S,3233
5008,1,1,0,black,NE,390
5009,0,1,0,white,MW,545
5010,1,0,1,white,S,119
5011,1,1,0,white,S,2036
5012,1,1,0,white,W,384
5013,1,1,1,white,W,8680
5014,1,1,0,white,W,4480
5015,1,1,1,white,S,101
5016,1,1,0,white,S,110
5017,0,1,0,white,S,2425
5018,1,1,0,white,S,1050
5019,1,1,0,white,S,201
5020,0,1,1,white,NE,7268
5021,1,1,0,white,S,18
5022,0,1,0,white,W,35
5023,1,1,0,white,MW,63
5024,0,1,1,white,S,3741
5025,0,0,0,white,S,14
5026,1,1,0,white,S,69
5027,0,1,0,white,W,2033
5028,0,1,0,white,W,14194
5029,1,1,0,white,MW,840
5030,1,1,0,white,S,210
5031,1,0,0,white,S,28
5032,0,1,0,white,W,3431
5033,1,1,0,white,S,30213
5034,0,1,0,white,S,3051
5035,0,1,0,white,W,282
5036,1,1,0,white,NE,1879
5037,0,1,0,white,S,140
5038,1,1,1,white,S,2186
5039,1,1,0,white,W,1055
5040,1,1,0,white,S,759
5041,0,1,0,white,S,2346
5042,0,0,0,white,MW,40
5043,1,1,1,white,S,849
5044,1,1,0,white,MW,16
5045,1,1,0,white,NE,1119
5046,1,1,0,white,S,170
5047,1,1,1,white,NE,90
5048,0,1,0,white,S,172
5049,0,1,0,white,NE,1458
5050,0,1,0,asian,NE,705
5051,1,0,0,white,S,105
5052,0,1,0,white,MW,4
5053,1,1,1,white,W,1969
5054,1,1,0,white,S,169
5055,0,1,0,white,S,715
5056,0,0,0,white,MW,382
5057,1,1,0,white,NE,57434
5058,1,1,1,white,S,325
5059,0,0,0,white,S,372
5060,1,1,0,white,S,619
5061,1,1,0,white,NE,450
5062,1,1,0,white,S,620
5063,1,1,0,white,NE,4695
5064,0,1,0,white,MW,128
5065,0,1,0,white,S,518
5066,1,1,0,white,S,1490
5067,0,0,1,white,NE,1218
5068,0,1,0,white,S,1140
5069,0,1,0,white,S,592
5070,1,1,0,white,NE,4712
5071,1,1,1,white,W,121
5072,1,1,0,white,S,300
5073,1,1,0,white,NE,121
5074,1,1,0,white,MW,741
5075,1,0,0,white,NE,114
5076,0,1,1,white,MW,74
5077,1,1,0,white,NE,230
5078,0,1,0,white,W,337
5079,1,1,0,white,W,145
5080,0,1,0,white,W,124
5081,0,1,1,white,W,402
5082,1,0,0,white,MW,53
5083,0,1,0,white,W,52
5084,1,1,0,white,S,994
5085,0,1,0,white,NE,152
5086,1,1,0,white,S,648
5087,1,1,0,white,S,2153
5088,0,1,0,white,S,2026
5089,0,1,0,white,W,1270
5090,0,1,0,white,MW,6496
5091,1,1,1,white,MW,410
5092,0,0,0,white,W,15
5093,1,1,0,white,W,7854
5094,1,1,0,white,NE,143
5095,0,0,1,white,S,20
5096,0,1,0,white,MW,2939
5097,1,1,0,white,MW,2130
5098,0,0,0,white,MW,423
5099,1,1,0,white,NE,26993
5100,0,0,0,white,MW,13
5101,0,1,0,white,W,70
5102,1,1,0,white,NE,1013
5103,0,0,0,white,S,2071
5104,0,1,0,white,S,1998
5105,1,1,0,white,W,151
5106,1,1,0,white,S,280
5107,1,1,0,white,MW,210
5108,1,0,0,white,NE,114
5109,1,1,0,white,W,6347
5110,0,0,0,white,NE,6819
5111,0,1,0,white,MW,553
5112,1,0,0,white,NE,3163
5113,0,1,1,white,NE,35
5114,1,1,0,white,NE,7522
5115,1,1,0,white,NE,7507
5116,1,1,0,black,MW,160
5117,0,0,0,white,S,23
5118,1,1,0,white,MW,80
5119,0,0,0,white,S,135
5120,0,1,0,white,NE,89
5121,0,0,1,white,W,440
5122,1,1,1,white,MW,124
5123,1,1,0,white,S,80
5124,0,1,0,white,W,2247
5125,1,1,0,white,S,701
5126,1,1,0,white,MW,46
5127,1,1,0,white,S,764
5128,1,1,0,white,S,104
5129,0,1,0,white,W,28
5130,1,1,1,white,MW,347
5131,1,1,0,white,MW,414
5132,0,1,0,white,S,534
5133,1,1,0,white,W,2021
5134,1,1,0,white,NE,1115
5135,1,1,1,white,NE,2583
5136,0,1,0,white,S,212
5137,1,0,0,white,S,1528
5138,0,1,0,white,MW,603
5139,0,1,0,white,W,1369
5140,1,1,0,white,S,5429
5141,1,1,0,white,W,126
5142,1,1,0,white,MW,11624
5143,1,1,0,white,MW,2121
5144,1,0,1,white,NE,1027
5145,1,1,0,white,MW,437
5146,1,1,0,white,MW,7780
5147,1,1,0,white,S,5694
5148,1,1,0,white,MW,192
5149,0,1,0,white,W,324
5150,1,1,0,white,S,217
5151,1,1,0,white,MW,871
5152,1,1,0,white,S,496
5153,1,0,0,white,S,4750
5154,1,1,0,white,NE,351
5155,0,1,0,white,MW,55
5156,1,1,1,white,W,2216
5157,1,1,0,white,W,837
5158,1,1,0,white,S,285
5159,0,1,0,white,NE,60
5160,0,1,1,white,MW,421
5161,1,1,1,white,W,387
5162,0,1,0,white,S,988
5163,1,1,0,white,S,18
5164,1,1,0,white,W,536
5165,1,1,0,white,S,2806
5166,1,1,0,white,MW,106
5167,1,1,0,white,MW,1028
5168,0,1,0,white,S,236
5169,1,0,0,white,S,36
5170,1,1,0,white,MW,57
5171,1,1,0,white,S,197
5172,1,1,0,white,S,2208
5173,1,1,0,white,S,581
5174,1,1,1,white,S,111
5175,0,1,0,white,S,768
5176,1,1,0,asian,W,168
5177,1,1,0,white,MW,163
5178,1,1,1,white,S,1784
5179,0,1,0,white,S,164
5180,1,1,0,white,MW,92
5181,0,0,1,white,NE,36
5182,0,1,0,white,S,3261
5183,1,1,0,white,NE,2528
5184,0,1,0,white,W,1992
5185,1,1,0,white,W,573
5186,0,1,0,white,MW,505
5187,1,1,0,white,MW,70
5188,0,1,0,white,S,1353
5189,1,1,0,white,S,1247
5190,1,1,0,white,W,253
5191,1,1,0,white,NE,3733
5192,1,1,0,white,S,1450
5193,1,1,0,white,MW,26
5194,1,0,1,white,S,75
5195,0,1,1,white,S,1131
5196,0,1,0,white,MW,679
5197,1,1,0,white,MW,1587
5198,1,1,1,white,MW,809
5199,0,1,0,white,NE,265
5200,0,0,0,white,MW,97
5201,1,1,0,white,NE,374
5202,1,1,0,white,W,41
5203,1,1,0,white,S,1086
5204,1,0,1,white,S,1420
5205,1,1,1,white,W,249
5206,0,1,0,white,MW,177
5207,1,1,0,white,MW,6352
5208,0,1,0,black,S,93
5209,0,1,0,white,S,407
5210,1,1,1,black,NE,374
5211,0,1,0,white,MW,7905
5212,0,1,0,white,NE,385
5213,0,1,0,white,S,1448
5214,0,1,0,white,MW,1041
5215,0,1,0,white,S,124827
5216,0,1,0,white,W,14641
5217,1,0,1,white,S,3071
5218,1,1,0,white,MW,563
5219,1,1,0,white,NE,13581
5220,0,1,0,white,MW,504
5221,0,1,0,asian,W,427
5222,1,1,0,white,W,1341
5223,0,0,0,white,S,239
5224,0,1,0,white,S,716
5225,0,1,0,white,S,41
5226,1,1,0,white,W,959
5227,1,1,0,white,S,3867
5228,0,1,0,white,W,243
5229,1,1,0,white,MW,798
5230,1,1,1,white,W,149
5231,1,1,0,white,W,77
5232,0,1,0,white,NE,95
5233,0,0,0,white,W,1365
5234,1,1,0,white,NE,234
5235,0,1,0,white,S,509
5236,1,1,1,white,S,62
5237,1,1,0,white,S,3567
5238,0,1,0,white,MW,1707
5239,1,1,0,white,W,677
5240,1,1,0,white,MW,95
5241,1,1,1,white,W,68
5242,0,1,0,white,S,34
5243,0,1,0,white,NE,213
5244,0,1,0,white,S,983
5245,1,1,0,white,MW,148
5246,1,0,0,white,NE,1400
5247,1,1,0,white,S,367
5248,0,0,0,white,NE,58
5249,0,1,1,white,S,77
5250,1,1,1,black,S,2054
5251,1,1,0,white,NE,4623
5252,1,0,1,white,NE,806
5253,0,1,1,white,S,158
5254,0,1,0,white,W,12333
5255,1,1,1,white,W,392
5256,0,1,0,white,NE,247
5257,1,1,0,white,W,122
5258,1,1,0,white,W,526
5259,0,0,0,white,S,556
5260,0,1,0,white,S,4157
5261,1,1,0,white,S,952
5262,1,0,0,white,S,240
5263,1,1,0,white,MW,40
5264,0,1,0,white,S,138
5265,0,1,0,white,MW,364
5266,0,1,0,white,S,40
5267,1,1,0,white,S,565
5268,0,1,0,white,MW,668
5269,0,1,0,white,W,1735
5270,1,1,1,white,MW,2415
5271,1,1,1,white,MW,1151
5272,1,1,0,white,S,153
5273,1,1,0,white,S,1438
5274,1,1,0,white,MW,76
5275,1,1,0,white,S,179
5276,1,1,0,white,S,2569
5277,1,1,0,white,W,248
5278,1,1,0,white,W,1045
5279,1,1,0,white,S,37
5280,0,1,0,white,MW,339
5281,0,1,0,asian,NE,882
5282,1,1,0,white,NE,1033
5283,0,0,0,white,S,1319
5284,0,1,0,white,NE,474
5285,0,1,1,white,NE,1006
5286,1,1,1,white,S,1047
5287,1,0,1,white,NE,31
5288,0,0,1,white,NE,59
5289,1,1,0,white,S,99
5290,1,1,0,white,W,716
5291,0,1,1,white,W,87
5292,1,0,1,white,MW,610
5293,0,1,0,white,S,14893
5294,0,1,0,white,S,117
5295,0,1,1,white,W,148
5296,1,1,0,white,S,2183
5297,0,0,1,white,W,3848
5298,0,1,0,white,NE,10
5299,0,1,0,white,W,689
5300,0,1,0,white,MW,107
5301,0,1,1,white,S,1179
5302,1,0,1,white,NE,466
5303,1,1,1,white,W,1295
5304,0,0,0,white,W,37
5305,0,1,0,white,S,538
5306,1,0,0,white,MW,183
5307,1,1,0,white,MW,391
5308,1,1,0,white,W,1018
5309,1,1,0,white,S,298
5310,1,1,1,white,MW,2495
5311,0,1,0,white,W,1038
5312,1,0,0,black,S,1110
5313,1,1,1,white,S,392
5314,1,1,0,white,MW,20
5315,1,1,0,white,S,148
5316,1,1,0,white,S,38
5317,1,1,0,white,MW,2522
5318,1,1,0,white,S,169
5319,1,1,0,white,NE,2452
5320,1,1,0,white,MW,439
5321,1,1,0,white,NE,123
5322,1,1,0,white,S,110
5323,1,0,0,white,NE,45
5324,0,1,0,white,S,541
5325,1,1,0,white,W,283
5326,1,1,0,white,S,110
5327,1,1,0,white,NE,947
5328,1,1,1,white,MW,185
5329,1,1,0,white,S,602
5330,0,1,0,white,MW,6697
5331,1,1,0,white,NE,5563
5332,1,1,0,white,W,1291
5333,0,0,1,white,S,144
5334,1,1,0,white,S,952
5335,0,1,0,white,S,8992
5336,1,1,0,white,S,228
5337,0,1,0,white,S,355
5338,0,0,0,white,S,120
5339,0,1,1,white,W,714
5340,1,1,0,white,MW,1831
5341,1,1,0,white,S,106
5342,0,1,0,white,W,248
5343,0,1,0,white,W,455
5344,0,1,1,white,NE,354
5345,0,1,0,white,MW,798
5346,0,1,1,asian,W,118
5347,1,1,0,white,NE,670
5348,0,1,0,white,MW,124
5349,1,1,0,white,MW,24
5350,0,1,0,white,MW,471
5351,0,1,0,white,S,122
5352,1,1,0,white,NE,305
5353,1,1,0,white,MW,3252
5354,1,0,0,white,W,1564
5355,0,0,0,white,S,369
5356,1,1,0,white,NE,8000
5357,1,0,0,white,MW,1412
5358,1,1,1,white,S,1031
5359,0,1,0,white,W,1071
5360,1,1,0,white,W,565
5361,0,1,1,white,W,49
5362,1,1,0,white,MW,1077
5363,0,1,0,white,NE,66
5364,0,0,1,white,S,30
5365,1,1,0,white,W,139
5366,1,1,0,white,NE,563
5367,1,0,1,black,MW,3648
5368,0,0,1,white,NE,1418
5369,0,1,0,white,MW,7
5370,1,1,0,white,NE,719
5371,1,1,0,white,W,50
5372,1,0,0,white,S,313
5373,0,0,0,white,S,24
5374,0,1,1,white,NE,53
5375,1,1,0,white,W,1649
5376,1,1,0,white,S,337
5377,1,1,0,white,S,836
5378,1,0,0,white,W,883
5379,0,1,0,white,MW,266
5380,0,0,1,white,MW,96
5381,1,1,0,white,NE,6821
5382,1,1,0,white,NE,510
5383,1,0,1,white,NE,1751
5384,1,1,0,white,S,1440
5385,1,0,0,white,MW,100
5386,1,1,0,white,MW,18
5387,0,1,0,white,W,7325
5388,1,1,0,white,S,66
5389,1,1,0,white,S,523
5390,1,1,0,white,S,758
5391,0,0,0,white,S,782
5392,1,1,0,white,NE,587
5393,0,1,0,white,MW,173
5394,1,0,0,white,S,2455
5395,1,0,1,white,S,47
5396,1,1,1,white,S,3352
5397,1,1,0,white,NE,4655
5398,1,0,1,white,W,1451
5399,0,1,0,white,S,150
5400,1,1,0,white,W,2681
5401,1,1,0,white,MW,589
5402,0,1,1,white,W,426
5403,0,1,0,white,S,887
5404,0,1,0,white,MW,98
5405,0,0,0,white,MW,22
5406,1,1,0,white,S,243
5407,0,1,0,white,NE,92
5408,0,0,0,white,MW,295
5409,1,1,0,white,MW,671
5410,1,1,1,white,W,1597
5411,0,1,0,white,W,6236
5412,0,0,1,white,W,181
5413,1,1,0,white,S,54
5414,0,1,0,white,S,2240
5415,0,1,0,white,NE,7253
5416,0,1,0,white,S,472
5417,0,1,1,white,MW,2278
5418,0,1,0,white,MW,77
5419,0,1,0,white,W,684
5420,0,1,1,white,NE,523
5421,0,1,0,white,S,1818
5422,1,1,0,white,W,58
5423,0,0,0,white,W,1243
5424,0,1,1,white,W,251
5425,1,1,0,white,S,47
5426,1,1,0,white,S,286
5427,1,1,0,white,MW,317
5428,1,1,0,white,W,16713
5429,1,1,0,white,S,18
5430,1,1,0,black,MW,2555
5431,0,1,0,white,NE,484
5432,0,1,0,white,MW,2325
5433,0,1,0,white,S,1133
5434,0,1,0,white,S,992
5435,0,1,0,white,W,24321
5436,1,1,0,white,S,7373
5437,1,1,0,white,MW,590
5438,1,1,1,white,S,359
5439,1,1,0,white,W,1636
5440,0,0,0,white,W,615
5441,1,1,0,white,S,213
5442,1,1,0,white,MW,218
5443,1,0,0,white,S,89
5444,0,1,0,white,MW,487
5445,1,1,0,white,NE,254
5446,1,1,0,white,MW,79
5447,0,1,0,white,S,70
5448,1,1,0,white,S,136
5449,0,1,1,white,S,1251
5450,1,1,1,white,NE,501
5451,1,1,0,white,S,823
5452,0,1,0,white,W,204
5453,1,1,0,white,NE,952
5454,0,1,0,white,W,4453
5455,1,1,1,white,W,12405
5456,1,1,0,white,MW,437
5457,1,0,1,white,S,20248
5458,0,1,0,white,W,89
5459,1,0,1,white,NE,825
5460,1,1,0,white,NE,2820
5461,0,0,1,white,W,40
5462,0,1,0,white,S,30
5463,0,1,0,white,MW,6561
5464,0,1,0,white,S,10483
5465,1,1,0,white,S,524
5466,1,1,0,white,NE,229
5467,1,0,0,white,NE,40
5468,0,0,0,white,W,69
5469,1,1,0,white,NE,80
5470,1,1,0,white,NE,1783
5471,0,1,0,white,MW,406
5472,1,1,0,white,NE,7409
5473,1,1,0,white,S,5251
5474,0,1,1,asian,W,542
5475,0,1,1,white,W,1878
5476,0,1,0,white,MW,260
5477,1,0,0,white,NE,2582
5478,0,1,0,white,MW,886
5479,1,1,0,white,MW,108
5480,0,1,0,white,NE,20
5481,1,0,1,white,S,15
5482,1,0,0,white,S,433
5483,0,1,0,white,S,50
5484,0,0,0,white,NE,41
5485,0,1,0,white,W,4179
5486,0,1,0,white,S,377
5487,0,0,0,white,NE,642
5488,1,1,1,white,W,280
5489,1,1,0,white,NE,289
5490,1,1,1,white,W,1076
5491,1,1,0,white,NE,1068
5492,1,1,0,black,S,162
5493,1,1,1,white,W,2064
5494,0,1,0,white,MW,694
5495,1,1,0,white,W,4658
5496,0,1,1,white,S,25
5497,1,1,1,white,MW,79
5498,0,1,0,white,S,805
5499,0,1,0,white,MW,934
5500,0,1,0,white,W,1428
5501,1,1,0,white,W,56
5502,0,1,0,white,MW,610
5503,0,0,1,other,W,252
5504,0,0,0,white,MW,507
5505,0,1,0,white,W,601
5506,0,1,0,white,MW,201
5507,1,1,0,white,S,209
5508,1,1,0,black,MW,15215
5509,1,1,0,white,S,161
5510,1,1,0,white,MW,204
5511,1,1,0,white,MW,10349
5512,1,1,0,white,S,47
5513,1,1,0,white,S,1605
5514,1,0,1,white,S,266
5515,1,1,0,white,S,4417
5516,1,0,0,white,S,3942
5517,0,1,0,white,NE,14
5518,1,1,0,white,S,1131
5519,0,1,1,white,NE,35
5520,1,1,0,white,W,1630
5521,1,1,0,white,NE,694
5522,0,0,0,white,S,5197
5523,1,1,0,white,W,1414
5524,1,1,0,white,S,625
5525,0,1,0,white,S,39
5526,1,1,0,white,W,122
5527,0,1,0,white,W,2873
5528,1,1,0,black,S,523
5529,0,1,0,white,W,289
5530,0,1,0,white,NE,427
5531,1,1,0,white,S,1089
5532,1,1,0,white,MW,152
5533,1,1,0,white,MW,1032
5534,1,1,0,white,S,637
5535,1,1,0,white,W,9453
5536,1,1,0,white,S,199
5537,1,1,0,white,NE,574
5538,0,1,0,white,W,2380
5539,0,0,0,white,S,186
5540,1,0,0,white,S,211
5541,0,1,1,white,W,180
5542,1,1,1,white,W,110
5543,1,1,0,white,NE,450
5544,0,1,0,white,MW,1721
5545,1,1,0,white,NE,81
5546,1,1,1,white,W,2
5547,0,0,0,black,S,833
5548,0,1,1,white,S,139
5549,0,1,1,white,W,161
5550,1,1,0,white,S,40
5551,0,1,0,white,W,350
5552,1,1,0,white,W,964
5553,0,1,0,white,NE,2828
5554,1,1,0,white,NE,1415
5555,1,1,0,white,NE,1484
5556,1,1,0,white,MW,320
5557,0,1,1,white,S,726
5558,0,1,0,white,S,297
5559,0,1,0,white,NE,217
5560,1,1,1,white,S,284
5561,0,0,0,white,NE,770
5562,0,1,0,white,W,177
5563,1,0,0,white,NE,349
5564,1,1,1,white,MW,117
5565,1,1,0,white,S,1782
5566,0,1,0,white,NE,263
5567,1,0,0,white,W,271
5568,1,1,0,white,W,622
5569,1,1,1,white,W,286
5570,1,1,0,white,NE,2612
5571,1,0,0,white,NE,1883
5572,1,0,0,white,NE,807
5573,0,0,1,white,MW,407
5574,1,1,0,white,MW,3661
5575,1,1,0,white,NE,67
5576,1,1,0,white,W,48
5577,1,1,0,white,S,552
5578,1,0,1,white,NE,3241
5579,0,1,0,white,MW,1631
5580,1,1,1,white,W,2144
5581,0,1,0,white,NE,102
5582,0,0,0,white,S,589
5583,0,1,0,white,W,9036
5584,1,1,0,white,MW,295
5585,1,1,0,white,W,2077
5586,1,0,0,white,S,1232
5587,1,0,1,white,S,35
5588,1,1,0,white,MW,58
5589,0,1,1,white,NE,256
5590,1,1,0,white,NE,559
5591,0,1,1,white,W,1903
5592,0,1,0,white,NE,825
5593,0,1,0,white,MW,156
5594,0,1,0,white,S,658
5595,0,1,0,white,S,730
5596,0,1,0,white,NE,2574
5597,1,1,0,white,S,250
5598,1,1,0,white,S,79
5599,0,0,1,white,S,35
5600,0,1,0,white,S,649
5601,1,1,0,white,NE,319
5602,1,1,0,white,S,1876
5603,0,0,0,white,NE,15
5604,1,1,0,white,S,597
5605,0,1,1,white,S,56
5606,1,0,1,white,S,151
5607,1,1,0,white,MW,590
5608,0,1,0,white,S,263
5609,1,1,0,white,NE,1626
5610,0,1,0,white,S,533
5611,0,1,0,white,NE,1042
5612,0,1,0,white,NE,118
5613,1,1,1,white,S,777
5614,0,1,0,white,NE,278
5615,1,1,0,white,S,1054
5616,1,1,1,white,MW,1083
5617,0,1,0,white,MW,99
5618,0,1,1,white,MW,549
5619,1,1,1,white,NE,1544
5620,0,1,0,white,S,2096
5621,1,0,0,white,S,260
5622,0,0,0,white,MW,497
5623,0,0,0,white,W,311
5624,1,1,0,white,S,260
5625,1,0,1,white,MW,252
5626,1,1,0,asian,MW,2869
5627,1,1,0,white,MW,70
5628,1,0,1,white,MW,2143
5629,0,1,0,white,S,896
5630,0,1,1,white,NE,342
5631,0,1,1,white,W,483
5632,1,1,1,white,S,100
5633,0,1,0,white,MW,20
5634,1,1,0,white,S,113
5635,1,1,0,white,MW,22
5636,1,1,0,white,MW,47372
5637,1,0,0,white,NE,255
5638,0,1,0,white,S,90
5639,0,1,0,white,MW,7534
5640,1,1,0,white,S,583
5641,0,1,0,white,NE,889
5642,1,0,0,other,S,102
5643,1,1,0,white,MW,4128
5644,0,1,0,white,S,147
5645,0,1,1,white,S,85
5646,0,1,1,white,S,7424
5647,1,1,1,asian,W,100
5648,1,1,0,white,S,129
5649,0,1,0,white,W,324
5650,0,1,0,white,S,537
5651,0,1,0,white,W,262566
5652,0,1,0,white,MW,120
5653,1,1,0,white,W,1730
5654,0,1,0,white,S,162
