Viewer,Show,Q1_Attentive,Q1_Excited,Q1_Happy,Q1_Engaged,Q1_Curious,Q1_Motivated,Q1_Comforted,Q1_Annoyed,Q1_Indifferent,Q2_Relatable,Q2_Funny,Q2_Confusing,Q2_Predictable,Q2_Entertaining,Q2_Fantasy,Q2_Original,Q2_Believable,Q2_Boring,Q2_Dramatic,Q2_Suspenseful
1682,Bones,3,2,2,3,4,2,2,2,3,3,2,3,3,2,3,4,2,2,4,3
1682,My Name is Earl,4,3,4,4,4,1,4,1,2,3,4,1,2,5,4,4,2,1,2,1
1683,Smallville,4,5,5,5,4,4,4,1,1,3,3,1,5,5,5,4,3,1,3,5
1683,The War at Home,1,3,2,2,3,2,1,1,2,4,1,1,5,4,5,3,4,1,3,3
1683,Cold Case,5,5,5,5,3,1,2,1,1,3,5,1,5,4,5,3,2,2,1,1
1683,Bones,3,3,3,3,3,1,2,1,1,1,3,1,5,4,1,3,2,1,1,1
1683,Two and a Half Men,4,4,4,4,4,3,2,2,2,3,3,1,4,5,3,4,4,2,4,5
1686,Cops,1,3,1,4,4,1,1,1,1,3,5,1,3,5,3,3,4,1,5,4
1687,Smallville,3,4,4,2,4,3,4,3,2,4,3,2,3,5,2,4,4,3,4,2
1687,Friday Night Lights,3,5,5,5,3,4,3,3,3,3,5,3,1,5,3,2,5,3,3,3
1687,The War at Home,5,3,5,2,4,4,3,2,4,5,5,2,3,5,4,3,4,2,3,4
1689,The Apprentice: Los Angeles,3,4,4,3,4,4,2,3,1,3,3,3,4,3,5,2,2,4,3,3
1689,The Biggest Loser,4,4,5,4,4,3,3,3,1,3,5,1,4,5,5,1,1,1,4,3
1689,Ugly Betty,4,5,4,5,4,3,4,2,1,3,3,3,3,4,4,3,2,1,4,5
1690,Veronica Mars,4,5,5,5,4,4,3,1,3,2,3,1,4,5,4,3,3,1,5,1
1690,Smallville,5,5,5,5,5,5,5,1,2,2,4,1,2,5,4,5,3,1,5,5
1690,Bones,4,5,4,4,3,4,4,1,1,3,3,3,2,5,5,4,4,2,5,4
1691,House Hunters,4,3,4,3,3,3,3,2,3,3,4,3,2,4,2,4,2,2,2,3
1694,The War at Home,3,2,3,2,2,2,2,2,4,3,5,1,3,5,2,3,3,1,2,2
1694,Heroes,4,3,5,3,3,3,3,3,2,4,2,4,2,4,5,4,2,1,4,4
1695,Iron Chef America,5,3,5,5,5,3,3,1,3,3,3,3,3,5,3,3,3,3,3,3
1695,My Name is Earl,4,4,4,4,4,2,4,2,2,4,4,1,2,4,3,4,4,1,1,1
1696,The Closer,3,2,3,3,3,3,1,1,5,2,3,1,1,5,2,4,4,1,3,3
1696,Dancing with the Stars,3,2,3,1,1,3,1,3,5,1,4,4,3,4,1,4,3,1,4,5
1702,Iron Chef America,3,3,3,3,2,3,3,3,4,3,4,3,3,4,3,3,4,3,1,2
1702,American Chopper,5,5,5,3,5,5,4,1,2,4,3,4,4,4,3,4,4,2,3,4
1702,Friday Night Lights,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3
1702,My Name is Earl,3,3,3,3,3,3,3,3,3,4,3,4,2,3,2,2,3,3,4,1
1702,Two and a Half Men,3,3,3,3,3,3,3,3,2,3,3,1,4,4,1,3,3,1,3,1
1703,Iron Chef America,5,3,3,4,5,5,4,2,5,3,3,1,3,3,2,1,4,3,1,2
1703,Trading Spaces: All Stars,5,5,5,5,5,5,1,2,4,1,4,1,2,3,4,3,4,1,4,1
1703,House Hunters,1,1,1,1,4,1,1,1,1,1,1,3,1,1,1,3,4,2,5,4
1703,American Chopper,5,5,5,5,5,5,5,1,4,2,4,1,1,5,5,5,5,1,5,5
1712,My Name is Earl,4,4,4,3,5,3,5,1,3,3,3,3,3,5,5,5,1,1,5,5
1712,Heroes,3,3,4,3,3,3,3,3,4,5,5,1,1,5,5,5,5,1,3,3
1715,Las Vegas,5,4,4,5,5,5,4,1,2,5,4,1,2,4,1,5,5,2,4,3
1717,My Name is Earl,5,5,5,5,3,5,5,1,1,3,5,1,3,5,4,5,3,1,2,2
1717,Heroes,5,4,4,4,3,3,3,1,1,3,4,3,1,5,5,5,3,1,5,5
1719,Iron Chef America,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1719,House Hunters,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1719,The Biggest Loser,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1721,American Chopper,5,4,4,4,5,4,3,2,1,5,5,2,2,5,3,4,5,3,5,5
1724,Two and a Half Men,5,5,5,4,4,1,3,1,1,3,5,1,1,5,2,5,4,1,3,2
1731,Veronica Mars,3,4,4,3,3,1,2,2,2,4,4,2,4,4,3,3,3,2,3,3
1731,Ugly Betty,4,4,3,4,4,2,3,3,3,3,4,4,3,4,3,5,3,1,5,5
1731,Heroes,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1733,Veronica Mars,4,3,5,4,4,4,3,2,1,4,4,1,2,5,3,5,2,1,4,3
1733,Ugly Betty,4,4,5,5,4,3,2,2,2,2,4,1,3,5,2,5,5,1,3,4
1733,Dancing with the Stars,3,3,3,4,4,3,2,1,2,3,3,2,2,4,3,4,2,2,4,4
1734,Iron Chef America,4,3,4,3,3,3,3,3,4,4,4,3,4,3,2,3,5,3,5,4
1735,Dancing with the Stars,2,3,2,3,1,3,2,1,1,3,3,3,3,3,3,3,3,3,3,3
1736,Living with Ed,3,3,3,3,2,1,1,5,3,2,5,2,4,5,2,2,3,3,4,3
1736,Iron Chef America,3,3,3,3,3,4,1,3,4,4,4,3,5,3,1,4,3,4,4,4
1736,House Hunters,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1737,Iron Chef America,3,3,3,3,3,3,2,1,1,2,4,1,3,4,1,3,4,1,3,2
1737,My Name is Earl,3,3,3,3,3,2,1,1,1,3,4,1,3,4,1,4,2,1,2,1
1738,My Name is Earl,4,3,4,4,3,3,2,2,2,4,2,2,2,4,1,5,5,2,3,2
1739,The Apprentice: Los Angeles,5,4,5,4,4,3,3,1,2,4,5,2,1,5,2,4,2,1,3,2
1739,The Biggest Loser,5,4,4,4,4,4,4,2,2,3,4,1,2,5,4,5,3,1,4,4
1739,My Name is Earl,5,4,5,4,4,3,3,2,2,4,4,2,2,5,1,5,3,2,3,3
1739,Ugly Betty,4,4,4,2,5,3,3,2,3,2,5,1,2,4,1,4,2,1,3,1
1739,Dancing with the Stars,4,4,4,4,3,5,3,2,2,3,3,2,2,5,2,4,4,2,5,4
1740,Iron Chef America,4,4,4,4,4,4,4,2,2,3,3,5,3,4,2,5,5,2,4,2
1740,House Hunters,4,5,5,5,5,4,5,1,1,3,5,2,3,5,3,5,5,1,4,4
1740,American Chopper,5,5,5,5,5,5,5,1,1,3,3,1,3,5,1,5,4,1,5,5
1740,Cold Case,5,4,4,5,5,4,4,1,1,5,4,2,2,5,1,5,5,1,5,4
1740,The Biggest Loser,4,3,2,4,4,2,3,1,3,3,2,3,2,5,2,4,4,2,4,5
1741,American Chopper,2,2,2,3,3,3,2,2,3,2,3,2,5,3,2,2,3,4,4,4
1741,Friday Night Lights,5,5,4,5,5,5,5,3,3,5,5,3,3,5,2,5,4,2,5,5
1741,Las Vegas,4,5,4,3,5,5,3,2,3,5,5,2,3,5,2,5,3,2,4,5
1743,American Chopper,4,4,4,1,4,1,4,1,1,1,3,1,4,1,5,1,1,1,1,2
1743,Close to Home,5,5,5,5,5,5,5,1,1,5,3,1,5,5,2,5,4,3,1,1
1746,The War at Home,3,3,3,3,3,3,3,3,3,1,3,1,4,4,3,3,2,3,2,2
1746,Cold Case,4,1,3,4,4,4,2,1,1,1,2,1,3,3,2,5,4,1,4,4
1747,The Biggest Loser,4,3,3,4,4,4,3,1,1,5,3,1,3,4,1,4,4,3,3,3
1747,Dancing with the Stars,3,4,4,3,4,3,3,1,1,1,3,1,3,4,1,4,2,1,3,4
1748,Dancing with the Stars,4,4,5,3,3,5,4,1,2,3,2,1,3,5,3,3,4,1,2,3
1750,The Apprentice: Los Angeles,3,2,5,3,5,4,4,4,3,4,4,4,3,3,3,3,3,1,3,2
1751,House Hunters,4,4,4,4,4,4,4,2,2,4,3,2,3,4,3,4,4,2,4,4
1751,Veronica Mars,4,4,4,4,4,5,3,2,3,5,3,2,2,4,3,4,5,2,4,4
1751,Supernatural,5,5,5,4,5,4,4,2,2,4,3,2,2,5,3,4,5,2,3,3
1751,Friday Night Lights,5,5,5,5,5,5,5,1,1,4,5,2,2,5,3,5,4,1,5,5
1751,The Apprentice: Los Angeles,4,4,4,4,4,4,3,3,3,4,4,2,4,4,3,4,4,2,4,4
1751,The Biggest Loser,4,4,3,4,4,3,3,3,2,2,3,3,4,4,4,4,2,2,4,4
1753,Iron Chef America,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,3,5,5
1758,Iron Chef America,4,4,4,3,3,4,2,1,1,2,3,1,2,4,1,2,4,2,3,4
1758,American Chopper,3,3,3,4,3,2,2,2,1,1,3,3,3,3,5,3,1,2,4,3
1758,Heroes,3,3,3,2,3,2,2,2,1,1,3,1,4,3,3,3,2,2,2,2
1761,Iron Chef America,5,4,4,5,5,4,3,1,1,4,3,2,4,5,1,5,5,1,3,3
1761,The Apprentice: Los Angeles,4,4,3,4,4,4,3,3,3,3,4,3,4,4,1,4,3,2,2,4
1764,The Apprentice: Los Angeles,5,4,3,5,5,4,2,3,2,5,2,2,3,5,3,5,4,1,5,5
1764,Dancing with the Stars,2,3,3,2,3,4,4,3,4,5,3,2,3,3,2,4,4,3,4,4
1764,Heroes,4,3,2,3,4,2,3,4,5,4,5,4,3,4,5,5,3,1,4,4
1765,30 Rock,4,4,4,4,4,4,4,2,2,3,5,2,3,5,1,4,3,1,2,2
1766,My Name is Earl,3,3,4,4,4,4,4,1,2,3,4,1,3,4,2,4,4,4,4,3
1766,Ugly Betty,5,5,5,4,4,2,4,1,2,3,4,2,3,5,4,5,4,1,2,2
1767,Iron Chef America,3,3,2,4,4,1,1,1,2,2,2,1,1,4,2,2,3,1,4,4
1767,Cold Case,5,5,5,5,5,5,5,1,1,2,3,1,1,5,4,5,3,1,5,4
1767,Bones,3,3,3,3,3,3,2,1,2,1,3,2,3,4,3,4,3,1,4,4
1769,Cold Case,3,4,3,4,4,2,2,1,1,3,2,2,1,4,2,3,3,1,4,4
1769,Shark,5,4,3,5,4,3,3,2,2,4,2,1,3,5,1,4,5,1,5,4
1772,Heroes,4,5,4,5,5,3,3,1,1,3,2,2,1,5,4,5,2,1,4,5
1774,The Biggest Loser,4,4,4,4,3,4,2,2,2,3,3,1,2,5,1,4,4,2,3,3
1774,Two and a Half Men,5,5,5,4,2,3,4,2,2,4,5,1,3,5,1,5,4,2,3,2
1776,Monarch Cove,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1776,Iron Chef America,4,5,5,5,4,5,3,3,4,5,4,2,4,3,4,4,5,2,5,3
1776,American Chopper,5,4,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,4,5
1777,Iron Chef America,5,4,4,5,5,5,4,1,1,3,3,1,2,5,1,5,5,1,4,5
1777,Cold Case,5,4,3,5,5,4,2,1,2,3,2,1,3,5,1,4,4,1,4,5
1778,Iron Chef America,3,3,4,4,4,3,3,1,3,5,4,1,3,4,1,5,5,2,3,2
1778,House Hunters,5,4,4,5,4,3,3,1,3,4,5,1,4,5,2,5,5,1,5,5
1778,Close to Home,5,4,4,5,4,3,3,1,3,4,5,1,2,5,4,4,4,1,5,4
1778,The Apprentice: Los Angeles,3,4,4,5,5,3,3,1,3,3,4,1,4,5,2,5,4,2,4,3
1780,Iron Chef America,5,3,3,4,4,3,3,2,4,2,4,2,3,5,3,4,4,2,3,4
1780,Friday Night Lights,4,3,3,3,3,3,2,2,4,2,4,3,4,5,5,5,1,1,4,3
1780,The Apprentice: Los Angeles,4,4,4,4,4,3,3,1,2,3,5,3,3,5,5,5,1,1,4,4
1780,My Name is Earl,4,4,3,4,4,3,3,2,2,1,3,2,4,4,2,4,4,2,3,4
1780,Ugly Betty,4,2,2,3,4,2,2,1,4,1,4,2,4,5,5,5,3,3,4,3
1782,Supernatural,4,5,4,4,5,3,2,3,1,3,2,2,3,5,3,3,1,1,4,4
1782,Friday Night Lights,4,3,4,4,4,2,2,2,1,3,4,2,3,4,1,3,3,2,4,3
1782,My Name is Earl,3,3,3,4,4,2,1,1,2,4,4,1,3,4,1,4,3,1,3,3
1782,Heroes,3,3,2,2,4,1,1,1,3,3,2,3,2,4,5,2,1,2,4,4
1784,Lisa Williams: Life Among the Dead,3,3,3,3,3,4,3,1,1,4,5,1,1,5,1,5,4,1,2,2
1784,Supernatural,5,5,5,5,1,5,4,1,1,1,5,1,1,5,1,5,5,1,5,5
1784,Friday Night Lights,5,3,5,5,5,5,5,1,1,5,3,1,1,5,1,5,5,1,5,5
1784,Ugly Betty,5,2,4,3,3,3,3,1,5,3,4,3,3,3,1,3,5,1,3,3
1784,Dancing with the Stars,5,3,3,5,5,3,3,1,1,3,5,1,2,5,1,5,1,1,4,5
1785,Iron Chef America,4,4,4,4,4,4,4,2,2,2,3,2,2,4,4,4,2,2,4,4
1785,American Chopper,4,4,4,4,5,3,1,4,3,4,2,1,5,5,1,4,4,3,2,4
1785,Las Vegas,3,3,3,2,2,3,3,4,3,4,3,1,3,3,3,5,3,3,2,4
1785,30 Rock,3,3,3,3,3,3,3,3,3,3,5,4,3,4,3,4,3,3,3,2
1787,Ugly Betty,5,5,3,5,5,4,2,1,1,2,2,4,2,5,5,5,2,1,5,5
1787,Heroes,4,4,4,4,4,3,4,1,1,4,4,2,2,4,4,4,2,1,2,4
1790,Iron Chef America,4,5,2,2,3,5,1,2,1,5,5,1,3,5,2,4,2,1,4,5
1790,Bones,5,5,5,5,5,5,2,2,2,5,5,1,1,5,1,5,5,1,5,5
1790,Ugly Betty,3,3,3,3,3,3,3,3,3,1,4,5,5,4,5,1,1,3,4,5
1790,Dancing with the Stars,4,2,2,2,4,2,2,5,5,1,5,5,5,5,5,5,1,1,5,1
1792,Las Vegas,3,3,4,4,4,3,3,2,2,4,5,3,3,4,3,4,4,2,3,3
1792,30 Rock,5,4,4,5,5,5,3,2,2,1,5,3,2,5,3,5,3,2,5,5
1792,Bones,4,4,3,3,5,3,3,3,2,3,3,3,3,4,3,3,4,3,5,4
1792,Shark,3,3,4,3,4,3,3,2,2,2,5,3,4,4,2,5,4,3,3,2
1792,My Name is Earl,5,5,5,4,5,4,3,1,1,4,5,2,2,5,3,5,3,2,4,4
1795,Dancing with the Stars,4,5,4,5,5,4,4,2,2,3,4,1,1,4,1,5,5,1,3,2
1796,American Chopper,2,4,4,3,4,2,3,2,1,3,5,3,3,5,3,5,4,4,5,5
1796,Las Vegas,4,5,5,5,5,3,3,1,1,5,5,1,3,5,2,5,5,1,5,3
1796,The Apprentice: Los Angeles,5,5,5,5,4,3,3,1,1,5,4,2,3,5,1,5,5,1,5,5
1796,The Biggest Loser,3,4,3,4,5,2,3,3,4,4,3,3,4,4,3,5,4,3,4,3
1797,Veronica Mars,4,2,1,3,4,2,1,1,1,3,2,2,1,4,1,4,2,1,4,3
1797,Supernatural,5,5,5,5,5,5,3,1,1,2,2,1,1,5,5,5,5,1,5,5
1797,Bones,3,2,1,2,3,2,2,1,1,2,3,1,2,4,1,2,3,1,3,4
1797,Heroes,5,5,5,5,5,5,5,1,1,3,5,1,1,5,5,5,3,1,5,5
1798,Veronica Mars,4,3,4,4,4,2,1,1,2,3,3,1,1,3,1,3,1,1,3,3
1799,Heroes,4,4,4,4,5,2,3,4,1,4,3,2,3,4,4,4,3,2,4,5
1802,Close to Home,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3
1802,Cold Case,4,4,4,4,4,4,4,3,3,3,4,2,2,3,3,3,3,1,3,3
1802,Ugly Betty,4,4,3,3,3,4,3,3,3,2,3,2,2,2,3,2,3,4,4,3
1802,Two and a Half Men,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,4,4,4,3
1802,Dancing with the Stars,3,4,4,3,3,3,3,2,3,4,5,4,3,4,2,5,4,1,2,3
1803,The Closer,4,4,2,4,4,4,2,1,3,4,3,2,2,4,2,5,4,1,4,4
1803,Close to Home,3,3,2,3,4,4,3,3,3,3,2,2,2,3,3,4,3,3,3,3
1803,The Apprentice: Los Angeles,5,5,2,5,5,4,3,1,2,5,2,1,1,5,2,5,5,1,5,5
1803,The Unit,4,4,3,4,4,3,1,2,3,4,2,2,2,4,2,4,4,1,4,4
1803,Cold Case,5,5,2,5,5,5,2,1,2,5,2,1,1,5,2,5,5,1,5,5
1803,Bones,5,4,3,5,5,5,2,2,3,4,2,2,2,4,2,4,4,2,4,4
1804,Iron Chef America,4,4,3,5,4,3,3,2,3,3,2,2,2,4,2,3,3,1,4,5
1804,Close to Home,3,4,4,4,4,3,2,2,2,4,4,2,2,4,3,4,4,2,4,4
1804,Las Vegas,3,4,4,4,4,4,2,2,2,3,2,3,2,5,2,4,3,2,5,4
1804,Cold Case,4,4,3,4,5,3,3,2,2,4,2,3,3,5,2,4,4,2,5,4
1804,Bones,4,4,4,3,4,2,4,2,2,3,4,2,2,4,3,5,4,2,4,4
1804,Shark,4,3,2,4,4,4,3,2,2,4,3,2,3,4,3,4,4,2,5,4
1808,Close to Home,5,3,3,5,5,3,4,1,3,5,3,1,1,5,1,4,5,1,5,5
1809,Two and a Half Men,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1810,Iron Chef America,3,3,3,3,3,3,4,1,1,4,3,1,2,4,1,3,4,1,5,3
1811,The Closer,5,5,5,5,5,3,5,1,1,5,5,1,1,5,1,5,5,1,4,1
1811,Cold Case,5,3,1,5,5,2,2,4,1,1,1,1,1,5,1,5,5,1,5,5
1813,30 Rock,4,1,4,4,2,1,1,1,3,3,4,1,2,4,1,4,3,2,1,1
1814,House Hunters,4,4,4,4,3,3,4,1,1,5,5,1,2,5,3,5,3,1,3,2
1814,My Name is Earl,4,5,3,4,4,3,3,1,1,5,3,1,2,5,1,4,5,1,4,4
1817,The Closer,3,3,3,3,5,2,3,2,2,4,3,3,4,4,2,4,3,2,4,4
1817,Veronica Mars,5,4,3,4,4,4,3,3,3,4,2,5,4,5,4,4,5,3,5,5
1817,Cold Case,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4
1817,Bones,5,5,4,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4
1817,Heroes,4,4,2,4,4,4,4,4,4,4,2,2,4,4,3,4,4,2,4,5
1818,Living with Ed,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1818,The War at Home,3,5,4,4,1,4,4,1,4,1,3,3,5,3,2,2,4,4,3,3
1818,My Name is Earl,3,5,3,2,2,4,2,3,4,4,3,4,4,4,4,4,4,2,4,3
1820,Iron Chef America,4,4,3,3,4,3,2,2,3,1,3,2,3,4,3,5,3,1,3,4
1820,The War at Home,3,3,4,3,3,3,3,2,3,4,4,2,4,4,2,3,4,2,2,2
1822,Monarch Cove,4,3,3,4,3,4,3,3,3,5,4,3,4,4,1,5,3,2,4,1
1822,Friday Night Lights,5,5,5,5,4,5,5,1,2,4,4,1,3,5,1,5,3,1,5,3
1822,Las Vegas,5,5,5,5,3,5,4,1,3,4,5,3,3,5,1,5,4,1,5,4
1825,House Hunters,3,3,3,4,4,2,2,1,2,3,3,3,3,4,4,4,4,2,4,4
1825,Heroes,4,4,4,4,4,2,3,1,1,4,4,1,1,4,1,2,4,1,1,1
1826,House Hunters,3,2,1,3,3,2,1,2,2,2,2,2,3,4,4,3,2,2,3,3
1826,Close to Home,4,2,2,4,4,3,2,2,1,2,2,2,3,4,2,3,3,2,3,3
1826,The Unit,4,3,2,4,4,3,2,2,2,2,1,2,2,4,3,4,3,2,4,4
1826,Cold Case,5,3,3,5,3,3,3,1,1,2,5,1,2,5,4,4,3,1,3,2
1826,Shark,3,2,3,3,3,2,2,1,2,3,1,1,4,3,2,3,3,3,1,2
1826,Two and a Half Men,5,4,2,5,4,3,1,2,1,1,1,3,2,5,3,4,3,1,5,4
1827,House Hunters,4,4,3,4,4,3,3,2,2,5,4,2,2,4,2,3,4,2,4,3
1827,The Apprentice: Los Angeles,4,5,4,4,4,3,3,2,2,2,2,3,3,5,5,3,2,1,4,4
1831,Las Vegas,3,3,3,4,3,3,3,2,1,3,5,1,3,5,3,5,3,1,2,3
1831,30 Rock,3,3,3,3,3,2,2,2,2,3,4,2,3,4,2,5,3,2,2,3
1831,The Biggest Loser,5,5,5,5,5,5,3,1,1,3,4,1,2,5,2,5,5,1,4,5
1831,My Name is Earl,5,5,4,5,4,5,3,1,1,5,2,1,3,4,1,5,4,1,3,2
1833,Heroes,4,5,4,4,5,3,3,1,2,4,4,2,2,5,4,4,4,1,4,4
1836,American Chopper,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
1836,Friday Night Lights,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1836,The War at Home,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,2,4,4
1836,My Name is Earl,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1837,The War at Home,1,2,3,3,2,2,2,1,2,1,1,1,4,2,5,2,3,2,3,1
1839,Heroes,4,2,2,4,5,2,2,5,4,1,2,5,1,4,5,5,1,2,5,5
1842,House Hunters,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1842,American Chopper,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1842,Veronica Mars,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1842,Cold Case,4,4,4,4,4,3,4,2,2,3,3,2,3,4,1,4,5,1,3,2
1847,American Chopper,4,5,5,3,4,2,3,2,2,2,4,1,2,4,4,2,2,2,3,3
1847,Veronica Mars,3,4,5,2,4,2,2,1,3,1,4,1,1,4,1,3,5,1,1,1
1847,Friday Night Lights,2,4,5,3,3,2,1,1,3,1,4,1,1,4,1,3,4,1,4,2
1850,Veronica Mars,4,4,3,5,5,3,3,1,2,2,2,1,2,5,1,2,3,1,4,4
1850,Shark,4,3,3,4,4,2,1,1,2,2,5,3,3,4,2,5,5,1,4,5
1851,Las Vegas,5,4,4,3,4,3,3,1,2,3,2,2,1,5,1,4,4,1,5,4
1851,The Unit,5,5,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,4,4,4
1851,Cold Case,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3
1851,The Biggest Loser,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1854,The War at Home,5,5,4,3,4,4,3,2,2,4,5,1,2,5,2,5,4,1,3,4
1854,My Name is Earl,3,3,4,3,3,3,2,1,3,4,4,3,2,4,2,3,3,2,3,4
1859,Monarch Cove,2,2,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
1859,House Hunters,3,2,3,3,3,2,3,2,2,3,3,2,2,3,2,3,3,1,2,2
1859,Las Vegas,3,4,3,3,3,2,3,2,2,2,3,2,2,4,3,4,3,1,3,1
1859,Cold Case,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2
1859,The Biggest Loser,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1860,Veronica Mars,4,3,4,4,4,3,3,1,1,3,5,1,1,4,1,4,3,1,3,1
1860,My Name is Earl,4,3,3,4,4,3,2,1,1,4,3,1,1,4,1,4,4,1,5,4
1861,The Unit,5,5,4,5,4,5,4,1,1,4,3,1,3,5,1,4,4,1,4,4
1861,Cold Case,3,3,2,3,3,2,3,1,2,2,3,1,3,3,1,2,3,1,3,3
1864,House Hunters,4,3,3,2,4,4,4,4,1,4,4,1,3,5,1,1,4,1,1,4
1864,American Chopper,5,4,3,4,5,5,4,1,3,5,5,2,1,5,1,5,5,1,5,5
1864,Two and a Half Men,2,2,2,2,2,3,2,3,2,4,3,2,5,3,3,3,2,3,3,1
1866,Friday Night Lights,5,4,3,5,5,1,1,1,1,1,1,2,1,5,1,3,5,1,5,5
1866,Close to Home,5,4,3,5,5,1,1,1,1,1,2,3,1,5,1,3,5,1,5,5
1866,Cold Case,5,4,3,5,5,1,1,1,1,1,1,2,1,5,1,1,5,1,5,5
1866,Bones,5,3,3,5,5,1,3,1,1,5,2,1,1,5,1,4,5,1,5,1
1869,American Chopper,5,5,2,5,2,5,4,3,2,4,5,3,4,5,1,5,5,1,3,3
1869,The Closer,5,5,5,5,5,5,4,2,2,5,5,5,5,5,5,5,5,5,5,5
1869,Friday Night Lights,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1870,Shark,4,4,5,3,2,2,2,1,1,3,5,1,1,5,1,4,3,1,3,3
1870,Two and a Half Men,5,2,3,4,5,3,2,1,2,2,3,2,3,3,1,4,3,1,3,5
1871,American Chopper,4,3,4,3,4,3,2,1,2,2,5,1,3,5,2,5,5,2,2,1
1872,Cold Case,5,4,3,5,5,4,3,2,2,3,2,2,2,5,3,4,4,1,4,5
1878,American Chopper,5,5,3,3,5,3,4,3,3,5,4,3,5,5,5,5,5,1,5,5
1878,Friday Night Lights,5,5,5,3,3,4,3,3,3,5,5,2,5,5,2,5,5,1,4,2
1882,The Apprentice: Los Angeles,5,5,4,5,5,5,3,1,1,3,4,2,2,5,5,5,2,1,5,5
1882,Heroes,4,4,4,4,4,4,3,2,2,3,4,1,3,5,1,4,5,1,5,3
1883,Cold Case,4,4,3,4,4,4,3,2,3,2,1,3,3,4,5,2,3,2,4,3
1888,American Chopper,4,3,3,3,3,3,2,2,4,3,4,2,4,4,2,3,3,2,5,4
1890,Las Vegas,4,4,4,3,3,1,4,1,1,3,5,1,4,5,3,5,4,1,1,1
1890,30 Rock,5,1,1,5,5,1,1,2,1,2,1,3,3,5,4,5,2,1,4,5
1890,My Name is Earl,4,2,1,1,1,1,1,1,3,2,3,2,3,5,2,3,3,1,3,2
1890,Heroes,3,1,3,3,1,1,1,1,1,2,4,1,2,5,1,5,3,1,3,2
1892,Supernatural,5,5,5,5,5,4,4,1,1,3,3,1,1,5,5,5,3,1,3,4
1892,30 Rock,5,5,5,5,4,5,5,1,1,3,2,1,2,5,3,5,3,1,5,5
1892,Bones,5,4,4,5,5,4,3,1,2,4,2,1,1,5,4,5,4,1,5,5
1892,Heroes,5,5,5,4,5,4,4,1,2,3,3,1,2,5,4,5,4,1,5,4
1896,Veronica Mars,4,4,4,4,4,4,4,1,1,4,5,1,2,5,4,4,4,1,4,4
1896,Supernatural,4,4,3,4,5,4,3,2,4,3,3,2,1,5,4,4,5,1,5,5
1896,30 Rock,4,3,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,3,4,4
1896,Cold Case,5,5,5,5,4,4,4,1,1,4,5,1,2,5,3,5,4,1,3,3
1896,Bones,4,4,3,4,4,3,2,1,1,3,3,2,3,5,5,4,3,1,5,4
1900,My Name is Earl,4,2,4,2,3,3,4,2,2,4,5,2,2,5,2,4,4,2,3,4
1903,Heroes,5,5,4,5,5,5,4,3,1,4,4,2,1,5,5,5,2,1,5,5
1909,The Apprentice: Los Angeles,5,5,4,5,5,4,3,1,2,3,3,2,3,4,5,5,2,1,4,5
1909,Heroes,3,3,3,4,4,5,2,4,4,4,3,3,2,4,1,4,4,3,3,1
1911,The Apprentice: Los Angeles,5,5,5,5,5,5,3,1,1,2,3,2,1,5,5,5,4,1,5,4
