statenum	year	popul	lpc_viol	lpc_prop	lpc_murd	efamurd	efaviol	efaprop	xxprison	xxpolice	xxunemp	xxincome	xxpover	xxafdc15	xxgunlaw	xxbeer
18	87	3683	1.229096	3.390222	-2.576693	.0043459	.0303675	.1053627	.5152626	.6974762	.08775	9.739725	17.3	5529.187	0	19
18	88	3680	1.205385	3.344953	-2.776946	.0110344	.0573934	.1767714	.5583349	.6870193	.07892	9.758579	17.6	6333.243	0	19.1
18	89	3677	1.285817	3.401361	-2.52968	.0224102	.0928602	.2617438	.6598545	.6758794	.06217	9.787341	16.1	6992.982	0	18.3
18	90	3691	1.360358	3.368873	-2.637704	.0488201	.1495111	.3745843	.8128321	.6729556	.05833	9.804601	17.3	6336.468	0	20.1
18	91	3715	1.476452	3.373726	-2.686744	.0914486	.2202626	.4976581	.8938795	.6654019	.074	9.808981	18.8	5889.7	0	19.4
18	92	3754	1.678246	3.328201	-2.855299	.1508314	.3033014	.6262897	.9699017	.7127387	.069	9.841689	19.7	5466.535	0	19
18	93	3789	1.531812	3.331139	-2.722404	.2258923	.3924667	.7493113	1.015516	.8521571	.062	9.84325	20.4	4962.7	0	19.3
18	94	3827	1.490603	3.364969	-2.752668	.3117389	.4897089	.8661848	1.013542	.8582097	.054	9.8684	18.5	4430.331	0	19.6
18	95	3855.25	1.295249	3.398085	-2.63679	.403545	.5840939	.959105	1.061796	.7738128	.054	9.903476	14.7	4137.16	0	18.9
18	96	3881.05	1.165454	3.34919	-2.834516	.5040401	.6822999	1.046252	1.140459	.8707459	.056	9.927487	17	3813.861	1	19.1
18	97	3908	1.153541	3.335808	-2.841435	.5987659	.7736751	1.116382	1.201896	.8574293	.054	9.932178	15.9	3672.373	1	19.3
18	98	3934												3558.072	1	
18	99	3960.82														
19	66														0	
19	67														0	
19	68														0	
19	69														0	
19	70	3652													0	
19	71	3693													0	
19	72	3762	1.429474	3.376602	-2.036262						.07632	9.517365			0	
19	73	3788	1.442	3.387259	-1.874843				-.0950178	.8244832	.06751	9.564111			0	
19	74	3820	1.538611	3.49488	-1.844432				.0626723	.9682438	.06935	9.57982			0	
19	75	3886	1.540574	3.571184	-2.097619				.2239809	1.033725	.0709	9.585208			0	
19	76	3951	1.525308	3.632304	-2.055187				.2024471	1.091035	.06801	9.644329			0	
19	77	4014	1.634386	3.658689	-1.885725				.4904214	1.106009	.06952	9.679078			0	
19	78	4069	1.740626	3.713788	-1.873401				.5169355	1.052298	.06983	9.731681			0	
19	79	4138	1.88407	3.81896	-1.802938				.5832434	1.155147	.06642	9.737775			0	
19	80	4206	1.893046	3.86732	-1.850513				.6103013	1.023698	.06758	9.739491	20.3		0	
19	81	4283	1.858732	3.840132	-1.850664				.7483025	.9063509	.08408	9.765061	22		0	
19	82	4353	1.90279	3.83982	-1.830401				.7876505	.9109062	.1035	9.753126	22.7		0	
19	83	4395	1.86747	3.790664	-1.944092				.920646	1.002559	.11767	9.746861	21.6		0	
19	84	4400	1.927925	3.805541	-2.03499				1.069915	.9596161	.10042	9.760681	20.6		0	23.8
19	85	4408	1.954044	3.901968	-2.202912	.0004326	.0049335	.020441	1.132794	1.064162	.11508	9.76166	18.1	4169.691	0	23
19	86	4407	2.046924	3.995125	-2.036579	.0008414	.0092845	.0376433	1.147748	1.056053	.131	9.740594	22	4184.889	0	23.7
19	87	4344	1.962478	3.974012	-2.169975	.0013377	.0141471	.0556779	1.177065	1.072714	.12008	9.716699	25.1	4192.967	0	24.3
19	88	4289	2.00061	3.950728	-2.125484	.0048041	.0302544	.1015133	1.263947	1.105037	.10917	9.744105	22.8	4034.189	0	24.6
19	89	4253	2.086266	4.029822	-1.873803	.0087621	.047919	.1513086	1.331547	1.135388	.07942	9.750066	23.3	4023.895	0	24.4
19	90	4225	2.194301	4.022058	-1.763983	.0203879	.0817015	.2309626	1.400593	1.127237	.0625	9.770264	23.6	4331.71	0	26.4
19	91	4244	2.254264	4.004381	-1.77401	.04379	.1344103	.3434511	1.482089	1.116983	.071	9.784423	19	4095.712	0	26.1
19	92	4279	2.288914	4.02039	-1.745409	.077319	.1950548	.4571205	1.550376	1.069768	.081	9.805567	24.2	3940.99	0	26.7
19	93	4295	2.362456	4.057834	-1.592126	.1303434	.2756073	.59382	1.585838	.8580237	.074	9.821536	26.4	3840.184	0	26.5
19	94	4315	2.28432	4.041151	-1.617582	.1987634	.3648613	.726224	1.654641	1.30893	.08	9.860993	25.7	3607.934	0	27.1
19	95	4327.98	2.313185	4.040768	-1.766206	.2782069	.464979	.8629161	1.718578	1.362787	.069	9.910527	19.7	3459.32	0	26.1
19	96	4338.76	2.231884	4.081993	-1.739398	.3738506	.572333	.9977875	1.770711	1.380564	.067	9.923664	20.5	3305.346	1	26.5
19	97	4352	2.146963	4.024165	-1.853361	.4745566	.68641	1.125412	1.820029	1.398888	.061	9.926509	16.3	3353.036	1	26.7
19	98	4363												3248.675	1	
19	99	4372.03														
20	66														0	
20	67														0	
20	68														0	
20	69														0	
20	70	997													0	
20	71	1012													0	
20	72	1034	.032353	3.093808	-2.933857						.06605	9.59714			0	
20	73	1046	.1845498	3.285873	-3.861686				-.7820947	.5844499	.05656	9.647285			0	
20	74	1059	.3073181	3.533225	-3.563883				-.8368365	.6125466	.06645	9.636234			0	
20	75	1072	.7737638	3.609505	-3.576084				-.6978798	.6293009	.10274	9.60089			0	
20	76	1088	.7717749	3.637707	-3.624801				-.5111366	.7418485	.08898	9.671687			0	
20	77	1104	.7922381	3.633478	-3.748599				-.5786375	.6848407	.08298	9.678421			0	
20	78	1114	.710059	3.650565	-3.614515				-.52206	.7400377	.06208	9.698808			0	
20	79	1123	.6819538	3.691325	-3.589772				-.6578702	.7118227	.07233	9.694194			0	
20	80	1125	.6583257	3.73032	-3.559802				-.5607295	.6851007	.07692	9.683053	14.6		0	
20	81	1133	.6699318	3.699852	-3.449105				-.5167692	.6597053	.07283	9.679446	16		0	
20	82	1137	.4851695	3.606511	-3.858095				-.3405405	.6331292	.08525	9.683565	13.7		0	
20	83	1145	.4683647	3.56236	-3.865106				-.2426824	.7533061	.08958	9.724025	12.4		0	
20	84	1156	.4604425	3.517159	-4.056989				-.2850654	.6741914	.06192	9.774763	13		0	22.1
20	85	1163	.5168265	3.55741	-3.726554	.000966	.0104365	.0417048	-.3110203	.7404533	.05425	9.807659	11.9	7594.794	1	22.2
20	86	1170	.3888029	3.504222	-3.929265	.0015611	.0163489	.0638827	.0535693	.7795852	.05375	9.87409	10.2	6990.667	1	22.4
20	87	1185	.4213717	3.522182	-3.676301	.0043478	.0313376	.111261	.0597192	.8042604	.04467	9.911307	11.7	6358.565	1	22.6
20	88	1204	.4551513	3.533978	-3.482487	.0106475	.058267	.1855314	.0437544	.847117	.03692	9.944216	13.2	5899.459	1	22.9
20	89	1220	.3175592	3.541577	-3.443044	.0218568	.0956193	.2787797	.0082713	.8838773	.04067	9.967079	10.4	6485.111	1	21.8
20	90	1230	.3577313	3.56912	-3.713572	.0473886	.1545712	.405473	.1602212	.8770044	.052	9.949729	13.1	6085.874	1	22.1
20	91	1236	.277313	3.592557	-4.411585	.0887742	.2294442	.5471013	.1850279	.8751299	.075	9.924435	14.1	6194.341	1	21.5
20	92	1236	.2680736	3.523406	-4.075113	.1513761	.3338978	.7353528	.2315226	.6850237	.071	9.942132	13.4	6515.347	1	20.8
20	93	1239	.2290983	3.410543	-4.126328	.2306154	.4429659	.9093109	.1882371	.7370712	.079	9.945655	15.4	6291.994	1	20.6
20	94	1240	.2617437	3.447706	-3.790662	.3325413	.575337	1.094742	.1544965	.756853	.074	9.962649	9.4	5995.537	1	20.3
20	95	1237.44	.2761502	3.453897	-3.901922	.4560037	.7232516	1.284186	.1728684	.7388604	.057	9.969056	11.2	5446.092	1	21.1
20	96	1241.44	.2239197	3.488386	-3.905148	.5925049	.8710041	1.448251	.1564493	.7645308	.051	9.987245	11.2	5021.584	1	21.3
20	97	1242	.1887421	3.404841	-3.905602	.7375895	1.02309	1.604444	.1730669	.765435	.054	9.995829	10.1	5827.896	1	21
20	98	1248												6071.928	1	
20	99	1253.04														
21	66														0	
21	67														0	
21	68														0	
21	69														0	
21	70	3939													0	
21	71	4007													0	
21	72	4074	1.869193	3.678814	-2.079933						.04544	9.89456			0	
21	73	4098	1.851168	3.718908	-2.187028				.314205	.9882574	.03897	9.93523			0	
21	74	4119	1.96671	3.892048	-2.147498				.3471864	1.00318	.04687	9.917369			0	
21	75	4139	1.949837	3.940847	-2.248276				.4164909	1.045089	.06692	9.900847			0	
21	76	4151	1.844279	3.916508	-2.467473				.5204434	1.094011	.06737	9.935266			0	
21	77	4170	1.929538	3.905797	-2.527529				.6450313	1.070765	.06061	9.949491			0	
21	78	4184	1.980804	3.91836	-2.515977				.6698565	1.0897	.05625	9.98227			0	
21	79	4191	2.06378	3.997103	-2.334342				.6439148	1.077844	.05908	9.977251			0	
21	80	4217	2.137007	4.050698	-2.357918				.6288472	1.111572	.06475	9.95847	9.5		0	
21	81	4262	2.18257	4.037648	-2.314861				.6061143	1.119575	.07242	9.960515	10.7		0	
21	82	4283	2.135896	3.939764	-2.293983				.7376602	1.072945	.08442	9.965096	12.3		0	
21	83	4313	2.086143	3.815603	-2.464027				.9461464	1.082054	.06917	10.00507	8.6		0	
21	84	4365	2.066036	3.785568	-2.512077				1.021521	1.077919	.054	10.05994	8.7		0	24.1
21	85	4413	2.116995	3.810347	-2.540107	.0032497	.0348488	.138527	1.04746	1.05203	.046	10.10034	8.7	7991.908	0	23.9
21	86	4487	2.114506	3.859314	-2.414978	.0051046	.0521263	.1998418	1.025288	1.058464	.04467	10.14746	9.2	7656.444	0	24
21	87	4566	2.031554	3.845416	-2.348751	.0171363	.1042608	.3430535	1.029253	1.06438	.0425	10.17161	9.2	7372.25	0	23.7
21	88	4658	2.084848	3.888375	-2.339319	.0343383	.1738668	.5272523	1.03952	1.060025	.04458	10.19374	9.8	6723.648	0	23
21	89	4727	2.139381	3.844668	-2.162097	.0786613	.2971427	.8047569	1.069423	1.053005	.03683	10.21533	9	6680.446	0	22.7
21	90	4798	2.214626	3.890714	-2.162406	.162136	.4623949	1.127011	1.179647	1.076942	.04658	10.20825	9.9	6264.87	0	21.8
21	91	4863	2.25713	3.96078	-2.14553	.2924479	.6691974	1.472863	1.249243	1.099237	.059	10.1848	9.1	5923.55	0	20.4
21	92	4917	2.300855	3.95411	-2.110213	.4717492	.9014786	1.818801	1.29889	1.229913	.066	10.18642	11.6	5847.921	0	19.7
21	93	4965	2.300367	3.93353	-2.061279	.6875713	1.147786	2.136225	1.341584	1.182387	.062	10.18745	9.7	5760.276	0	19.5
21	94	5006	2.249187	3.946342	-2.15709	.91973	1.402457	2.425995	1.348374	1.196452	.051	10.2057	10.7	5518.017	0	19.3
21	95	5023.65	2.292994	3.97543	-2.131671	1.179566	1.669671	2.698055	1.43379	1.236595	.051	10.24678	10.1	5329.223	0	18.9
21	96	5057.14	2.234228	3.940768	-2.15183	1.437708	1.939557	2.946145	1.451708	1.236203	.049	10.26408	10.3	4958.02	0	18.7
21	97	5094	2.136086	3.87255	-2.317219	1.70665	2.205827	3.165265	1.472511	1.231984	.051	10.26392	8.4	5089.43	0	18.8
21	98	5130												5124.397	0	
21	99	5171.63														
22	66														0	
22	67														0	
22	68														0	
22	69														0	
22	70	5704													0	
22	71	5762													0	
22	72	5760	1.087322	3.645373	-3.288055						.06467	9.888602			0	
22	73	5781	1.264628	3.736656	-3.117155				-1.132514	.95277	.06667	9.909631			0	
22	74	5774	1.362148	3.915364	-3.115943				-1.070975	1.010043	.072	9.885818			0	
22	75	5758	1.499513	4.043712	-3.169408				-.9531589	1.015341	.11167	9.864822			0	
22	76	5744	1.395565	4.004245	-3.388053				-.9432219	1.087845	.09525	9.889806			0	
22	77	5738	1.455351	3.916398	-3.473083				-.7732189	1.083998	.08108	9.91363			0	
22	78	5736	1.53689	3.896066	-3.279239				-.7214276	1.095587	.06067	9.945865			0	
22	79	5738	1.675522	3.991897	-3.29828				-.7225142	1.087451	.05558	9.948349			0	
22	80	5737	1.792398	4.001778	-3.207954				-.6903626	1.070511	.05625	9.941836	9.5		0	
22	81	5769	1.838575	3.952709	-3.313147				-.599534	1.093194	.06358	9.944753	8.9		0	
22	82	5771	1.744601	3.900135	-3.271529				-.4198689	1.05883	.07908	9.96208	10.3		0	
22	83	5799	1.74679	3.786347	-3.352235				-.3087539	.9949383	.06883	10.00795	7.7		0	
22	84	5841	1.64829	3.697552	-3.320799				-.2824649	1.010707	.04758	10.07221	8.9		0	24.4
22	85	5881	1.672977	3.732242	-3.371214	.0031517	.0341884	.137	-.2092869	1.015841	.0395	10.1064	9.2	13700.41	0	22.4
22	86	5903	1.705041	3.717556	-3.345678	.0050837	.0525053	.203048	-.1307902	1.015935	.03842	10.16823	9.2	11984	0	24.6
22	87	5935	1.717457	3.716732	-3.535331	.0144818	.0971225	.3317086	-.0710763	1.046454	.03225	10.20146	8.2	15435.65	0	24.4
22	88	5980	1.805489	3.75925	-3.358638	.0331689	.1733302	.5342437	.0297142	1.089415	.03267	10.24732	8.5	14054.59	0	24.3
22	89	6015	1.892421	3.780859	-3.164677	.0716524	.2890101	.805253	.1223064	1.127998	.03975	10.24263	8.8	14142.23	0	23.6
22	90	6012	1.997227	3.820982	-3.208451	.152459	.4608232	1.148062	.2397955	1.11021	.05983	10.21641	10.7	11061.97	0	23
22	91	5995	1.996395	3.825809	-3.181228	.2829324	.6760525	1.517157	.3396987	1.098612	.09	10.19859	11	10053.11	0	21.9
22	92	5993	2.05373	3.744156	-3.332371	.466792	.9255285	1.893165	.4764465	.968261	.085	10.20453	10	10074.95	0	21.2
22	93	6012	2.085598	3.710887	-3.250474	.6966694	1.193093	2.245908	.5723352	1.016096	.069	10.21045	10.7	9541.381	0	21.1
22	94	6041	1.956776	3.619893	-3.340349	.9525724	1.472795	2.566963	.5232235	1.034443	.06	10.23549	9.7	8515.786	0	21.4
22	95	6062.33	1.929341	3.600452	-3.329953	1.229858	1.750281	2.830816	.6256135	1.017498	.054	10.31221	11	7970.46	0	20.6
22	96	6085.39	1.860794	3.46524	-3.657401	1.517972	2.029739	3.063043	.6505467	1.107589	.043	10.33746	10.1	7521.782	0	20.9
22	97	6118	1.86281	3.41148	-3.939867	1.79564	2.288209	3.240331	.6613604	1.124395	.04	10.34883	12.2	7364.705	0	20.7
22	98	6144												7348.193	0	
22	99	6175.17														
23	66														0	
23	67														0	
23	68														0	
23	69														0	
23	70	8899													0	
23	71	8996													0	
23	72	9029	1.720045	3.878789	-2.201442						.07017	9.843957			0	
23	73	9078	1.762946	3.88893	-2.114187				-.0637931	.8039531	.05808	9.893143			0	
23	74	9118	1.883977	4.068571	-2.039664				-.1422877	.8304443	.07417	9.851871			0	
23	75	9118	1.929577	4.117535	-2.127749				-.055006	.8610994	.12475	9.818056			0	
23	76	9129	1.862924	4.06324	-2.197553				.1740989	.909026	.09358	9.884707			0	
23	77	9171	1.761409	3.951881	-2.375042				.3114686	.8841215	.08183	9.938892			0	
23	78	9218	1.749888	3.912244	-2.249557				.4103599	.9684451	.06883	9.970704			0	
23	79	9266	1.808915	4.006994	-2.407874				.4831518	.9517156	.07767	9.953882			0	
23	80	9262	1.851855	4.096737	-2.287795				.4818317	.9129179	.12425	9.891597	12.9		0	
23	81	9209	1.858339	4.128227	-2.369842				.4903629	.8920742	.123	9.86515	13		0	
23	82	9115	1.881185	4.114787	-2.399872				.4982812	.8237696	.15458	9.8304	16.2		0	
23	83	9048	1.971736	4.055985	-2.296854				.4923119	.8481282	.14183	9.864719	16.8		0	
23	84	9049	2.031148	4.062607	-2.331625				.4722943	.8183201	.11192	9.9219	16.7		0	23.2
23	85	9076	1.994781	4.032402	-2.187794	.0027581	.0289074	.113021	.4786412	.8473294	.0995	9.96266	14.5	10424.23	0	23.1
23	86	9128	2.08617	4.042727	-2.179848	.0040721	.0414007	.1581837	.6710336	.87756	.08775	10.0043	13.9	10842.67	0	23.5
23	87	9187	2.055705	4.040365	-2.100896	.0168958	.0933132	.2955893	.820814	.9296974	.08167	10.00124	12.2	10920.14	0	23.4
23	88	9218	2.012659	3.987164	-2.212198	.0300599	.146948	.4382093	.95521	.9177265	.076	10.01648	12.1	10844.59	0	23.2
23	89	9253	1.961064	3.964716	-2.231972	.0702862	.2488991	.6572302	1.097092	.9087991	.071	10.03063	13.2	10313.67	0	22.7
23	90	9311	2.065653	3.950401	-2.260625	.1430503	.3800658	.9017494	1.229443	.8908316	.07525	10.01662	14.3	9773.197	0	23.5
23	91	9375	2.08253	3.976123	-2.229087	.2476821	.540106	1.163529	1.302986	.8702012	.092	10.00006	14.1	9748.471	0	22.9
23	92	9434	2.041636	3.879925	-2.308326	.3863428	.7138103	1.424141	1.357154	.9771425	.088	10.02189	13.5	10170.3	0	22.2
23	93	9478	2.068795	3.841809	-2.318323	.5521493	.9065337	1.677511	1.422135	.9697441	.07	10.03519	15.4	9954.939	0	22.2
23	94	9496	2.036172	3.845686	-2.326672	.7258902	1.107598	1.915162	1.422709	.9660953	.059	10.09171	14.1	9470.828	0	21.8
23	95	9659.87	1.916814	3.793996	-2.481174	.931506	1.321412	2.145141	1.453661	.9704821	.053	10.13417	12.2	8858.665	0	21.5
23	96	9739.18	1.833913	3.787674	-2.601887	1.130442	1.538426	2.361813	1.44832	.9808038	.049	10.14416	11.2	7987.921	0	21.6
23	97	9774	1.77489	3.767448	-2.555479	1.344068	1.758304	2.567487	1.469787	.9987963	.042	10.1255	10.3	7644.125	0	20.7
23	98	9820												7734.94	0	
23	99	9863.77														
24	66														0	
24	67														0	
24	68														0	
24	69														0	
24	70	3816													0	
24	71	3860													0	
24	72	3870	.5633739	3.466027	-3.707133						.04323	9.765188			0	
24	73	3889	.5771304	3.515938	-3.593079				-1.062826	.5383503	.04547	9.862045			0	
24	74	3904	.7322053	3.620625	-3.499072				-1.020252	.5703213	.04387	9.828342			0	
24	75	3933	.7255433	3.709769	-3.417345				-1.045732	.623953	.05991	9.801632			0	
24	76	3965	.6363299	3.723793	-3.763473				-.8476369	.6504217	.05898	9.82493			0	
24	77	3989	.6583289	3.694573	-3.627857				-.8926136	.6281546	.05109	9.875978			0	
24	78	4015	.6382425	3.675686	-3.903343				-.8210717	.6628611	.0385	9.913442			0	
24	79	4050	.7955032	3.733404	-3.773873				-.7201588	.6038463	.04175	9.909161			0	
24	80	4076	.8195074	3.818844	-3.649432				-.6596408	.6570721	.05908	9.877483	8.7		0	
24	81	4112	.8208249	3.803127	-3.879014				-.7114691	.6655369	.05533	9.867996	10.9		0	
24	82	4131	.7855703	3.746541	-3.772398				-.7379085	.6660319	.0785	9.863186	13.3		0	
24	83	4141	.647064	3.649651	-4.094586				-.685671	.6232201	.082	9.874606	12.3		0	
24	84	4158	.7499448	3.592788	-4.028724				-.6728286	.640213	.0635	9.950923	9.1		0	23.5
24	85	4184	.9437311	3.660007	-3.861686	.0016353	.0165771	.0631924	-.6516905	.6486408	.05983	9.968969	12.6	11615.57	0	23
24	86	4205	1.047882	3.710243	-3.690069	.0019852	.0210103	.0827339	-.5798356	.6352152	.05342	10.00552	12.5	11223.11	0	23
24	87	4235	1.051309	3.770835	-3.63264	.0087412	.0498775	.1614444	-.5353003	.6605159	.05383	10.02377	11.3	10781.92	0	23.2
24	88	4296	1.067244	3.697351	-3.545158	.0189741	.0906978	.2682213	-.5088598	.6930291	.04042	10.01661	11.6	10757.84	0	22.9
24	89	4338	1.062228	3.715785	-3.665638	.0337555	.1250668	.3418647	-.4284222	.7168401	.04358	10.04741	11.2	9376.065	0	22.5
24	90	4385	1.116468	3.743166	-3.623771	.081204	.2163517	.5155379	-.335044	.7280875	.04825	10.0464	12	9164.609	0	23.2
24	91	4426	1.15199	3.734307	-3.520054	.1338398	.2964379	.6541488	-.3225671	.7378567	.051	10.03139	12.9	8936.099	0	22.7
24	92	4468	1.220664	3.752816	-3.394061	.2063924	.4017257	.8265402	-.2427654	.741227	.051	10.06335	12.8	9153.268	0	22
24	93	4517	1.185292	3.703532	-3.372178	.303086	.519042	.99419	-.156167	.7319977	.051	10.05818	11.6	8832.424	0	21.9
24	94	4567	1.278242	3.684359	-3.436179	.4087732	.6527379	1.15425	-.0727635	.7276352	.04	10.09502	11.7	8277.025	0	22.5
24	95	4605.44	1.271017	3.724568	-3.230988	.5348285	.7872611	1.306263	.0017502	.6564632	.037	10.14878	9.2	7853.592	0	22.1
24	96	4647.72	1.222493	3.721685	-3.326139	.6750998	.9235404	1.438277	.0544163	.7480774	.04	10.18895	9.8	8115.049	0	22.4
24	97	4686	1.182423	3.707726	-3.592522	.7963504	1.054898	1.551207	.1041715	.8233438	.033	10.17544	9.6	8482.384	0	22.2
24	98	4726												8875.843	0	
24	99	4775.51														
25	66														0	
25	67														0	
25	68														0	
25	69														0	
25	70	2223													0	
25	71	2250													0	
25	72	2307	1.120761	2.683862	-1.891501						.04094	9.397449			0	
25	73	2350	1.191211	2.734782	-1.854088				-.2052083	.5227182	.03849	9.457063			0	
25	74	2378	1.185554	2.928982	-2.073571				-.3016803	.5266152	.04635	9.436393			0	
25	75	2399	1.127913	3.019723	-1.992847				-.1115473	.5790108	.08222	9.413603			0	
25	76	2430	1.051426	3.046871	-2.112067				.0095417	.5833305	.06575	9.477991			0	
25	77	2459	1.031187	3.106578	-1.972699				-.1759223	.6000568	.07365	9.516372			0	
25	78	2488	1.132465	3.071897	-2.108807				.0853155	.6512062	.0705	9.540335			0	
25	79	2507	1.13324	3.231118	-2.116415				.0566447	.658802	.05758	9.55297			0	
25	80	2521	1.22571	3.422184	-1.932514				.3120146	.6654435	.0745	9.503543	24.3		0	
25	81	2539	1.110229	3.472373	-2.074334				.4085016	.6865807	.08308	9.512449	25.7		0	
25	82	2557	1.078066	3.487472	-1.966057				.5709729	.642662	.10983	9.498247	22.9		0	
25	83	2568	1.038563	3.384179	-2.181002				.7399427	.7042314	.12583	9.504479	26.9		0	
25	84	2578	1.044416	3.331997	-2.32534				.7581602	.6888545	.10792	9.545903	25.1		0	20.1
25	85	2588	1.006247	3.409075	-2.23824	.0000837	.0009837	.004154	.8404028	.6782973	.10292	9.553737	25.1	2333.041	0	20.6
25	86	2594	1.020324	3.436446	-2.173981	.0001597	.0019344	.0083134	.8749534	.6627437	.11675	9.576477	26.6	2615.556	0	21.5
25	87	2589	1.006143	3.469759	-2.264316	.0004754	.0043672	.0172014	.9279419	.7222118	.1015	9.599513	25	2442.057	0	21.6
25	88	2580	1.19744	3.504696	-2.439444	.0010801	.0082274	.0302182	.9536676	.7495596	.08408	9.627286	27.2	2255.676	0	21.9
25	89	2574	1.153293	3.485118	-2.319827	.0020261	.0133842	.0469746	1.03335	.7778302	.078	9.643641	22	1953.347	0	21.6
25	90	2577	1.223342	3.562066	-2.108178	.0050532	.0239386	.0748263	1.095759	.7895516	.07442	9.644608	25.7	1754.164	1	23.3
25	91	2592	1.358619	3.645887	-2.05505	.0098216	.0386438	.1116261	1.143261	.7976925	.086	9.652973	23.7	1624.745	1	22.9
25	92	2615	1.41485	3.655647	-2.100698	.019158	.061988	.1635312	1.208822	.6840395	.081	9.684978	24.5	1525.545	1	23.5
25	93	2643	1.467559	3.684975	-2.001934	.0350881	.0936708	.226743	1.204126	.53164	.063	9.701045	24.7	1801.933	1	23.9
25	94	2669	1.596769	3.771231	-1.875744	.0601927	.1373071	.3052812	1.289953	.7181812	.066	9.751939	19.9	2228.43	1	24.5
25	95	2690.79	1.61729	3.694101	-2.045387	.0943386	.185388	.3811871	1.409807	.8287138	.061	9.785329	23.5	2056.893	1	24
25	96	2709.93	1.587906	3.699743	-2.197566	.1394238	.2420731	.4608754	1.57573	.6626633	.061	9.808868	20.6	1843.366	1	24.3
25	97	2731	1.545402	3.728403	-2.03189	.1905083	.3002577	.5325508	1.662779	.9118805	.057	9.803786	16.7	1776.311	1	24.4
25	98	2751												1759.699	1	
25	99	2768.62														
26	66														0	
26	67														0	
26	68														0	
26	69														0	
26	70	4685													0	
26	71	4717													0	
26	72	4759	1.342647	3.568227	-2.486379						.04133	9.733354			0	
26	73	4783	1.402316	3.61428	-2.416039				-.2978902	.8442012	.03755	9.780752			0	
26	74	4796	1.505466	3.765487	-2.331352				-.238789	.8740565	.04719	9.739015			0	
26	75	4808	1.587612	3.883231	-2.253478				-.2423	.9321772	.06895	9.73081			0	
26	76	4839	1.489949	3.812624	-2.390894				-.0952894	.9569663	.06256	9.769454			0	
26	77	4863	1.514148	3.705808	-2.353846				.0321296	.9510984	.05901	9.808042			0	
26	78	4889	1.53705	3.697702	-2.270185				.0864286	1.015463	.05017	9.844764			0	
26	79	4912	1.65333	3.778068	-2.202327				.1423642	1.014368	.0455	9.847526			0	
26	80	4917	1.709672	3.884246	-2.201505				.0720555	1.008412	.07225	9.801047	13		0	
26	81	4932	1.687982	3.874739	-2.257393				.1523186	1.061247	.07675	9.810367	13.2		0	
26	82	4929	1.626855	3.797982	-2.331191				.2743638	1.037007	.09242	9.802688	14.6		0	
26	83	4944	1.56806	3.707208	-2.506994				.4124065	1.011029	.099	9.829301	16.7		0	
26	84	4975	1.534151	3.65371	-2.631648				.4940597	1.025841	.07208	9.881513	14.5		0	23.7
26	85	5000	1.622196	3.659693	-2.503478	.0009565	.0105079	.0424774	.5669115	.9778348	.06433	9.913292	13.7	5658.867	0	23.7
26	86	5023	1.763901	3.716094	-2.381898	.0015859	.0165314	.064376	.6725363	.9588137	.06092	9.946776	14.4	5231.111	0	24.2
26	87	5057	1.703975	3.737839	-2.481157	.0043706	.0303213	.1049351	.7189899	.9738119	.06333	9.953278	14	4838.039	0	24.2
26	88	5082	1.720438	3.770546	-2.510013	.0099867	.0538816	.1687423	.8090609	.994357	.057	9.958259	12.7	5118.649	0	23.6
26	89	5096	1.856899	3.817738	-2.522496	.0218235	.0912562	.2597666	.8737619	1.015992	.05475	9.972259	12.6	4766.167	0	23.6
26	90	5125	1.965972	3.783844	-2.434863	.0466625	.1473541	.3770784	1.004943	1.021859	.05733	9.970405	13.4	4510.707	0	24.3
26	91	5156	2.032538	3.840403	-2.250807	.0874992	.2195589	.5090317	1.070112	1.024729	.066	9.968204	14.8	4738.84	0	23.9
26	92	5191	2.00238	3.774697	-2.250233	.1466766	.3052562	.6478503	1.125969	.9444401	.057	9.984798	15.6	4703.763	0	23.7
26	93	5234	2.007437	3.772989	-2.182809	.222765	.4005224	.7865176	1.137282	.9870467	.064	9.986176	16.1	5435.338	0	23.6
26	94	5278	2.006149	3.820826	-2.254138	.3114334	.508007	.9314739	1.128477	.9970797	.049	10.01636	15.6	5332.315	0	24.2
26	95	5324.61	1.892648	3.796893	-2.429492	.409235	.6170499	1.060568	1.221142	1.02966	.048	10.05391	9.4	5072.111	0	23.5
26	96	5367.89	1.774904	3.803453	-2.517452	.5175705	.7360159	1.189569	1.279389	1.045595	.046	10.07675	9.5	4640.198	0	23.6
26	97	5402	1.753392	3.746468	-2.540085	.6312506	.8569278	1.309492	1.410744	1.072206	.042	10.07141	11.8	4630.383	0	23.5
26	98	5438												4660.301	0	
26	99	5468.34														
27	66														0	
27	67														0	
27	68														0	
27	69														0	
27	70	698													0	
27	71	710													0	
27	72	719	.4059286	3.419435	-3.68749						.04724	9.694641			0	
27	73	727	.5069668	3.466123	-2.827726				-.9324145	.6812547	.04645	9.775743			0	
27	74	736	.4838342	3.667664	-3.167243				-.8331842	.7142436	.05153	9.740038			0	
27	75	748	.6395997	3.688712	-2.953841				-.784119	.7421961	.06334	9.724647			0	
27	76	757	.5844051	3.703762	-2.991777				-.5559461	.7253762	.06042	9.730799			0	
27	77	770	.7675798	3.648531	-2.932818				-.3176284	.8195528	.06414	9.732777			0	
